Orig,Name,TotalSeats,Country Name,Airport1Latitude,Airport1Longitude
ROT,Rotorua International,5823.552,New Zealand,-38.11109924,176.3166962
WLG,Wellington Intl,603725.556,New Zealand,-41.32389832,174.8014069
ZQN,Queenstown,482054.916,New Zealand,-45.02140045,168.7389069
ECI,Costa Esmeralda,9463.272,Nicaragua,11.42749977,-86.03330231
MGA,Augusto C Sandino Intl,659482.6,Nicaragua,12.14109993,-86.16860199
AJY,Manu Dayak International Airport,441.966,Niger,16.96419907,7.993100166
MFQ,Maradi Airport,433.3,Niger,13.50249958,7.125299931
NIM,Diori Hamani International Airport,401881.417,Niger,13.48330021,2.170799971
ZND,Zinder Airport,1091.916,Niger,13.77939987,8.983099937
ABV,Nnamdi Azikiwe International Airport,577718.89,Nigeria,9.005599976,7.26609993
ENU,Akanu Ibiam International Airport,27436.556,Nigeria,6.475599766,7.566100121
KAD,Kaduna,11499.782,Nigeria,10.5958004,7.440299988
KAN,Mallam Aminu Kano Intl,114759.505,Nigeria,12.04640007,8.523900032
LOS,Murtala Muhammed International,2138010.525,Nigeria,6.588900089,3.326400042
PHC,Port Harcourt International,69895.623,Nigeria,5.015399933,6.950099945
QRW,Osubi,13432.3,Nigeria,5.5,5.683300018
IUE,Hanan International,17431.659,Niue,-19.08329964,-169.9333038
NLK,Norfolk Island,41679.127,Norfolk Island,-29.04249954,167.9394074
FNJ,Sunan Intl,89398.456,North Korea,39.20000076,125.6832962
AES,Vigra,142408.378,Norway,62.5625,6.10529995
BGO,Flesland,1489915.049,Norway,60.29359818,5.219399929
BOO,Bodo,23575.853,Norway,67.26920319,14.37220001
EVE,Evenes,4068.687,Norway,68.4910965,16.67970085
HAU,"Haugesund Airport, Karmoy",71355.844,Norway,59.4056015,5.279200077
KKN,Hoeybuktmoen,3899.7,Norway,69.72280121,29.8932991
KRS,Kjevik,198299.745,Norway,58.2030983,8.084199905
KSU,Kvernberget,6538.497,Norway,63.11470032,7.844399929
LYR,Svalbard,818.937,Norway,78.20890045,15.80000019
MOL,Aaro,3119.76,Norway,62.74860001,7.271100044
OLA,Orland,129.99,Norway,63.70000076,9.616700172
OSL,Oslo Airport,10734162.57,Norway,60.20000076,11.08329964
RRS,Roros,1655.206,Norway,62.57920075,11.34560013
RYG,Moss Airport,778653.099,Norway,59.37879944,10.78549957
SKE,Skien Airport,3977.694,Norway,59.18280029,9.5625
SRP,Stord,415.968,Norway,59.79259872,5.341499806
SVG,Sola,951158.495,Norway,58.87969971,5.634699822
TOS,Langnes,113255.954,Norway,69.68139648,18.92169952
TRD,Vaernes,431519.137,Norway,63.45970154,10.93690014
TRF,Torp,1073795.394,Norway,59.18780136,10.26029968
VDB,Fagernes,1637.874,Norway,61.08330154,9.333299637
KHS,Khasab,15598.8,Oman,26.16449928,56.23630142
MCT,Muscat International Airport,10243298.66,Oman,23.5916996,58.27920151
OHS,Sohar,156048.662,Oman,24.38610077,56.62559891
SLL,Salalah,373240.287,Oman,17.03639984,54.10169983
BHV,Bahawalpur,1533.882,Pakistan,29.34440041,71.71250153
DEA,Dera Ghazi Khan International,2556.47,Pakistan,29.97540093,70.49359894
GWD,Gwadar International,1819.86,Pakistan,25.23060036,62.33890152
ISB,Benazir Bhutto Intl,2348520.664,Pakistan,33.5483017,72.82499695
KHI,Jinnah Intl,2678222.967,Pakistan,24.90559959,67.1568985
LHE,Allama Iqbal Intl,2263866.843,Pakistan,31.52079964,74.40280151
LYP,Faisalabad International,266141.526,Pakistan,31.36919975,72.99810028
MUX,Multan International,670206.775,Pakistan,30.20280075,71.41809845
PEW,Bacha Khan Intl,753725.35,Pakistan,33.99440002,71.51670075
RYK,Shaikh Zayed Intl,684.614,Pakistan,28.39999962,70.28330231
SKT,Sialkot International,520202.648,Pakistan,32.53329849,74.5
TUK,Turbat International,15980.104,Pakistan,25.99440002,63.06940079
UET,Quetta International,80931.774,Pakistan,30.25359917,66.93609619
ROR,Palau International,126675.255,Palau,7.36439991,134.553894
BLB,Panama Pacifico,149176.524,Panama,8.973099709,-79.55750275
BOC,Isla Colon Intl Airport,3618.055,Panama,9.340000153,-82.25189972
DAV,Enrique Malek International,1299.9,Panama,8.383299828,-82.4332962
ONX,Enrique Adolfo Jimenez,2859.78,Panama,9.366700172,-79.90000153
OTD,Contadora Island,4939.62,Panama,8.627799988,-79.03469849
PAC,Marcos A. Gelabert International,27458.221,Panama,8.971300125,-79.55560303
PLP,Ramon Xatruch,1733.2,Panama,8.366700172,-78.13330078
PTY,"Tocumen Intl, Panama R",10113503.65,Panama,9.069999695,-79.38359833
RIH,Scarlett Martinez Intl,13744.276,Panama,8.380000114,-80.12969971
BSP,Bensbach,9220.624,Papua New Guinea,-9.050000191,141.0500031
GUR,Gurney,450.632,Papua New Guinea,-10.3107996,150.3385925
HGU,Kagamuga,467.964,Papua New Guinea,-5.827199936,144.2949982
HNN,Honinabi,649.95,Papua New Guinea,-6.233300209,142.2167053
LNV,Kunaye,3535.728,Papua New Guinea,-3.066699982,152.6166992
MAG,Madang,433.3,Papua New Guinea,-5.209199905,145.7816925
MAS,Momote,264.313,Papua New Guinea,-2.056699991,147.4243927
MXH,Moro,649.95,Papua New Guinea,-6.349999905,143.25
POM,Jackson Field,455315.973,Papua New Guinea,-9.444999695,147.2102966
RAB,Tokua Airport,433.3,Papua New Guinea,-4.340300083,152.379303
TBG,Tabubil,935.928,Papua New Guinea,-5.28000021,141.2274017
AGT,Guarani International Airport,9515.268,Paraguay,-25.45549965,-54.84339905
ASU,Silvio Pettirossi Intl,852643.407,Paraguay,-25.23920059,-57.51919937
AQP,Rodriguez Ballon Intl,13648.95,Peru,-16.33779907,-71.55500031
CIX,J.A. Quinones Gonzalez Airport,9775.248,Peru,-6.789700031,-79.8321991
CUZ,A.Velasco Astete Intl,107943.696,Peru,-13.52939987,-71.95970154
IQT,F.Secada Vignetta,4341.666,Peru,-3.75,-73.19999695
LIM,Jorge Chavez Intl,7214674.649,Peru,-12.02670002,-77.12280273
MZA,Manuel Prado,1364.895,Peru,-11.32559967,-74.53559876
TRU,C.Martinez de Pinillos,805.938,Peru,-8.090000153,-79.11499786
BCD,Silay International Airport,3154.424,Philippines,10.64439964,122.9291992
CEB,Mactan International,2698878.378,Philippines,10.33170033,123.9067001
CRK,Clark Intl Airport,1050397.194,Philippines,15.18060017,120.5567017
DVO,Francisco Bangoy International,110439.504,Philippines,7.131700039,125.6493988
IAO,Sayak Airport,2305.156,Philippines,9.859199524,126.0014038
ILO,Iloilo International,53815.86,Philippines,10.71440029,122.543602
KLO,Kalibo International,1094476.803,Philippines,11.68280029,122.3771973
LAO,Laoag International,1260.903,Philippines,18.18359947,120.5302963
MNL,Ninoy Aquino Intl,15561232.89,Philippines,14.50860024,121.0193024
PPS,Puerto Princesa International,92743.532,Philippines,9.742199898,118.7538986
SFS,Subic Bay Intl,6482.168,Philippines,14.79580021,120.2696991
SUG,Surigao,246.981,Philippines,9.758899689,125.4792023
TAG,Bohol International Airport,27206.907,Philippines,9.571100235,123.7699966
TUG,Tuguegarao,2101.505,Philippines,17.64109993,121.7316971
ZAM,Zamboanga International,987.924,Philippines,6.923099995,122.0588989
BZG,Ignacy Jan Paderewski,223214.495,Poland,53.09669876,17.97859955
GDN,Gdansk Lech Walesa,2823014.495,Poland,54.36669922,18.64999962
IEG,Babimost,2339.82,Poland,51.93330002,15.51669979
KRK,John Paul Ii Balice In,4528188.651,Poland,50.08330154,19.7833004
KTW,Pyrzowice,1969634.478,Poland,50.48329926,19.08329964
LCJ,Lodz Lublinek Airport,122142.937,Poland,52,20
LUZ,Lublin,190383.354,Poland,51.23860169,22.71330071
POZ,Lawica,970440.345,Poland,52.41690064,16.88330078
RDO,Radom,1039.92,Poland,51.3885994,21.21139908
RZE,Jasionka,298981.333,Poland,50.11669922,22.01670075
SZY,Olsztyn-Mazury Airport,86642.668,Poland,53.48189926,20.94750023
SZZ,Goleniow,186267.004,Poland,53.58330154,14.89999962
WAW,Okecie,10154164.52,Poland,52.16669846,20.9666996
WMI,Modlin,1648520.181,Poland,52.4510994,20.65169907
WRO,Strachowice,1607235.357,Poland,51.09999847,16.88330078
CAT,Tires,1429.89,Portugal,38.7256012,-9.35529995
FAO,Faro,4648650.384,Portugal,37.01440048,-7.970799923
FNC,Madeira Airport,890522.493,Portugal,32.69419861,-16.77809906
LIS,Lisboa,16651333.36,Portugal,38.7818985,-9.133299828
OPO,Porto,6315676.808,Portugal,41.23809815,-8.674699783
PDL,Nordela,184152.5,Portugal,37.74720001,-25.68190002
PXO,Porto Santo Airport,12344.717,Portugal,33.06689835,-16.34560013
SMA,Vila Do Porto,2469.81,Portugal,36.96580124,-25.17000008
TER,Lajes,19342.512,Portugal,38.75669861,-27.09420013
DOH,Hamad International Airport,27125680.58,Qatar,25.27440071,51.60829926
XJD,Al Udeid AB,1620.542,Qatar,25.11580086,51.31529999
XOZ,Doha Free Zone,101825.5,Qatar,24.83329964,50.91669846
RUN,Roland Garros,1484932.099,Reunion,-20.87719917,55.52140045
ZSE,Pierrefonds,86400.02,Reunion,-21.33329964,55.48329926
ARW,Arad,7851.396,Romania,46.18330002,21.26670075
BAY,Baia Mare,3639.72,Romania,47.65000153,23.4666996
BBU,Baneasa - Aurel Vlaicu,325065.993,Romania,44.5,26.10000038
BCM,Bacau,264923.953,Romania,46.59859848,26.88190079
CLJ,Napoca,1380294.482,Romania,46.78329849,23.68330002
CND,Mihail Kogalniceanu,67733.456,Romania,44.34999847,28.48329926
CRA,Craioya,272719.02,Romania,44.31890106,23.88640022
IAS,Iasi,543687.508,Romania,47.18330002,27.60000038
OMR,Oradea,12929.672,Romania,47.02750015,21.90309906
OTP,Henri Coanda Airport,7628818.456,Romania,44.56669998,26.10000038
SBZ,Sibiu,415357.047,Romania,45.78329849,24.08329964
SCV,Salcea,185539.06,Romania,47.68939972,26.35610008
SUJ,Satu Mare,27592.544,Romania,47.79999924,22.88330078
TCE,Tulcea Airport,649.95,Romania,45.18330002,28.81669998
TGM,Transilvania,103875.009,Romania,46.53329849,24.5333004
TSR,Timisoara,657944.385,Romania,45.81669998,21.33329964
AAQ,Vityazevo,12141.066,Russian Federation,44.90000153,37.31669998
ABA,Abakan,1468.887,Russian Federation,53.71670151,91.4332962
AER,Sochi International,261825.858,Russian Federation,43.45000076,39.93330002
ARH,Talagi,18246.263,Russian Federation,64.5667038,40.53329849
ASF,Astrakhan,35946.568,Russian Federation,46.34999847,48.04999924
BAX,Barnaul,20720.406,Russian Federation,53.36669922,83.75
BGN,Belaya Gora,2114.504,Russian Federation,68.55690002,146.2310944
BQS,Ignatyevo,29672.384,Russian Federation,50.41669846,127.4000015
BZK,Bryansk Airport,1299.9,Russian Federation,53.26670075,34.33330154
CEE,Cherepovets Airport,5953.542,Russian Federation,59.28329849,38.06669998
CEK,Balandino Airport,86971.976,Russian Federation,55.29999924,61.5
CSY,Cheboksary,8726.662,Russian Federation,56.13330078,47.26670075
DME,Domodedovo,6671273.119,Russian Federation,55.40000153,37.88330078
EGO,Belgorod,35729.918,Russian Federation,50.63330078,36.65000153
ESL,Elista,3033.1,Russian Federation,46.36669922,44.33330154
GDX,Sokol Airport,870.933,Russian Federation,59.91669846,150.7167053
GOJ,Strigino,100278.619,Russian Federation,56.22320175,43.78379822
GRV,Grozny,88380.201,Russian Federation,43.33330154,45.70000076
GSV,Gagarin Airport,6547.163,Russian Federation,51.71279907,46.17110062
HMA,Khanty-Mansiysk,2950.773,Russian Federation,61.01860046,69.08390045
HTA,Kadala Airport,28121.17,Russian Federation,52.03329849,113.3000031
IAR,Tunoshna Airport,1516.55,Russian Federation,57.6181984,39.8409996
IJK,Izhevsk,3310.412,Russian Federation,56.83330154,53.46670151
IKT,Irkutsk,397353.432,Russian Federation,52.26670075,104.4000015
IWA,Yuzhny,2617.132,Russian Federation,57,41
JOK,Yoshkar-Ola,9584.596,Russian Federation,56.71670151,47.90000153
KEJ,Kemerovo,50154.475,Russian Federation,55.33330154,86.08329773
KGD,Kaliningrad,150402.763,Russian Federation,54.71670151,20.5
KHV,Novyy,182120.323,Russian Federation,48.52669907,135.1867065
KJA,Krasnoyarsk Airport,258216.469,Russian Federation,56.04999924,92.90000153
KLF,Grabtsevo Airport,2166.5,Russian Federation,54.5,36.26670075
KRO,Kurgan,1421.224,Russian Federation,55.43330002,65.30000305
KRR,Krasnodar,539462.833,Russian Federation,45.03329849,39.15000153
KUF,Kurumoch Intl,342081.684,Russian Federation,53.50740051,50.15439987
KVK,Khibiny,710.612,Russian Federation,67.58329773,33.58330154
KVX,Kirov,3275.748,Russian Federation,58.5,49.34999847
KXK,Khurba,554.624,Russian Federation,50.40000153,136.949997
KYZ,Kyzyl,623.952,Russian Federation,51.70000076,94.46669769
KZN,Kazan International,499352.252,Russian Federation,55.78359985,49.21670151
LED,Pulkovo,4042896.984,Russian Federation,59.79999924,30.29999924
LPK,Lipetsk,1733.2,Russian Federation,52.61669922,39.59999847
MCX,Makhachkala,38823.68,Russian Federation,42.96670151,47.5
MMK,Murmansk,10260.544,Russian Federation,68.78479767,32.7580986
MQF,Magnitogorsk,17804.297,Russian Federation,53.45000076,59.06669998
MRV,Mineral Nyye Vody,224388.738,Russian Federation,44.21670151,43.08330154
NAL,Nalchik,3899.7,Russian Federation,43.53329849,43.70000076
NBC,Begishevo,51463.041,Russian Federation,55.56470108,52.09249878
NER,Neryungri Airport,1841.525,Russian Federation,56.65000153,124.5999985
NJC,Nizhnevartovsk,19381.509,Russian Federation,60.95000076,76.48329926
NOJ,Noyabrsk Airport,2131.836,Russian Federation,63.5,75
NOZ,Spichenkovo,11174.807,Russian Federation,53.75,87.09999847
NSK,Alykel,372.638,Russian Federation,69.3167038,87.3167038
NUX,Novy Urengoy,2131.836,Russian Federation,66.08329773,76.51670075
NYM,Nadym Airport,411.635,Russian Federation,65.48329926,72.71669769
OGZ,Vladikavkaz,7279.44,Russian Federation,43.20000076,44.59999847
OMS,Omsk,60449.683,Russian Federation,54.96670151,73.30000305
OSF,Ostafyevo,238.315,Russian Federation,55.5074997,37.50419998
OSW,Orsk Airport,710.612,Russian Federation,51.07249832,58.59560013
OVB,Tolmachevo,947536.107,Russian Federation,55.01670075,82.65000153
OVS,Sovetsky Airport,411.635,Russian Federation,61.31800079,63.60829926
PEE,Perm,120821.372,Russian Federation,58,56.25
PES,Petrozavodsk,4116.35,Russian Federation,61.78329849,34.33330154
PEZ,Penza,2066.841,Russian Federation,53.21670151,45
PKC,Yelizovo,3284.414,Russian Federation,53.01670075,158.6499939
PKV,Pskov Airport,1802.528,Russian Federation,57.81669998,28.29999924
PYJ,Polyarny Airport,623.952,Russian Federation,66.39859772,112.0314026
REN,Orenburg,67555.803,Russian Federation,51.78329849,55.11669922
ROV,Platov Airport,349881.084,Russian Federation,47.25,39.81669998
RTW,Saratov,5719.56,Russian Federation,51.56669998,46.06669998
SCW,Syktyvkar,34932.646,Russian Federation,61.66669846,50.76670075
SGC,Surgut,95637.976,Russian Federation,61.23329926,73.33329773
SKX,Saransk Airport,818.937,Russian Federation,54.16669846,45.16669846
SLY,Salehard Airport,467.964,Russian Federation,66.58979797,66.60630035
STW,Stavropol,3033.1,Russian Federation,44.98279953,42.11439896
SVO,Sheremetyevo,17662308.92,Russian Federation,55.98329926,37.41669846
SVX,Koltsovo Airport,923812.932,Russian Federation,56.73329926,60.79999924
TBW,Tambov Airport,1733.2,Russian Federation,52.71670151,41.43330002
TJM,Tyumen,72560.418,Russian Federation,57.15000153,65.53330231
TOF,Tomsk,23640.848,Russian Federation,56.5,84.96669769
UFA,Ufa,213096.94,Russian Federation,54.73329926,55.93330002
ULV,Baratayevka,9125.298,Russian Federation,54.2682991,48.22669983
ULY,Ulyanovsk,7773.402,Russian Federation,54.26670075,48.21670151
URS,Kursk Airport,649.95,Russian Federation,51.75,36.26670075
UUA,BUGULMA AIRPORT,207.984,Russian Federation,54.61669922,52.81669998
UUD,Ulan-Ude,23753.506,Russian Federation,51.83330154,107.5
UUS,Yuzhno-Sakhalinsk,83414.583,Russian Federation,46.88330078,142.7167053
VKO,Vnukovo,4547028.535,Russian Federation,55.58330154,37.26670075
VOG,Gumrak Airport,47459.349,Russian Federation,48.75,44.5
VOZ,Voronezh,108862.292,Russian Federation,51.66669846,39.21670151
VVO,Vladivostok,884321.97,Russian Federation,43.21670151,131.6667023
YKS,Yakutsk,24299.464,Russian Federation,62.08330154,129.7666931
ZIA,Zhukovsky,771529.647,Russian Federation,55.55329895,38.15169907
ZKP,Zyryanka Airport,147.322,Russian Federation,65.73670197,150.7050018
KGL,Kigali International Airport,1149332.583,Rwanda,-1.967800021,30.13999939
KME,Kamembe,888.265,Rwanda,-2.450000048,28.95000076
SBH,Gustaf III,180794.425,Saint Barthelemy,17.90439987,-62.84500122
ASI,RAF Station,2703.792,Saint Helena,-7.970300198,-14.39360046
HLE,Saint Helena,7643.412,Saint Helena,-15.95810032,-5.644999981
NEV,Vance W. Amory Intl,21465.682,Saint Kitts and Nevis,17.20499992,-62.59249878
SKB,Robert L. Bradshaw Intl,236443.144,Saint Kitts and Nevis,17.30809975,-62.72140122
SLU,Metropolitan Area,150541.419,Saint Lucia,14.01920033,-60.99280167
UVF,Hewanorra Intl,488545.75,Saint Lucia,13.73560047,-60.95220184
SFG,Grand-Case L'Esperance,301867.111,Saint Martin,18.10059929,-63.0489006
FSP,St-Pierre,22956.234,Saint Pierre and Miquelon,46.76259995,-56.17549896
BQU,Bequia,628.285,Saint Vincent and Grenadines,12.98330021,-61.25
CIW,Canouan,18415.25,Saint Vincent and Grenadines,12.7166996,-61.33330154
SVD,Argyle International,133382.739,Saint Vincent and Grenadines,13.14309979,-61.21530151
UNI,Union Island,1564.213,Saint Vincent and Grenadines,12.5958004,-61.41830063
TMS,Sao Tome International Airport,88224.213,Sao Tome and Principe,0.378300011,6.724999905
AHB,Abha,276631.719,Saudi Arabia,18.23719978,42.65890122
AJF,Al Jouf,77062.405,Saudi Arabia,29.79999924,40.06669998
DMM,King Fahad International Airport,3137143.996,Saudi Arabia,26.4666996,49.78329849
EAM,Nejran,13765.941,Saudi Arabia,17.61170006,44.42969894
ELQ,Gassim,450874.648,Saudi Arabia,26.30330086,43.77080154
GIZ,Gizan,93631.797,Saudi Arabia,16.86669922,42.58330154
HAS,Hail,110045.201,Saudi Arabia,27.43889999,41.68640137
HOF,Al-Ahsa Airport,27167.91,Saudi Arabia,25.28549957,49.4864006
JED,King Abdulaziz Intl,15505926.48,Saudi Arabia,21.67130089,39.15969849
MED,Mohammad Bin Abdulaziz Airport,2730444.283,Saudi Arabia,24.54500008,39.72109985
NUM,Neom Bay Airport,2591.134,Saudi Arabia,27.9239006,35.29389954
RUH,King Khalid Intl,8127733.075,Saudi Arabia,24.95919991,46.69609833
TIF,Taif,256270.952,Saudi Arabia,21.48830032,40.54330063
TUU,Tabuk,125812.988,Saudi Arabia,28.37220001,36.62530136
YNB,Yanbo,248094.581,Saudi Arabia,24.14170075,38.06669998
CSK,Cap Skirring,5624.234,Senegal,12.39999962,-16.75
DKR,Leopold Sedar Senghor International,47164.705,Senegal,14.7407999,-17.49060059
DSS,Blaise Diagne International Airport,1578607.226,Senegal,14.67109966,-17.06690025
XLS,Saint Louis,5112.94,Senegal,16.0503006,-16.46030045
ZIG,Ziguinchor,532.959,Senegal,12.55609989,-16.27580071
BEG,Nikola Tesla Airport,3784611.187,Serbia,44.81919861,20.31220055
INI,Nis Constantine the Great Airport,273962.591,Serbia,43.33390045,21.85169983
PRN,Pristina International,1237730.116,Serbia,42.57360077,21.03560066
SEZ,Seychelles Intl,802519.263,Seychelles,-4.672200203,55.52249908
FNA,Lungi International,217806.911,Sierra Leone,8.617500305,-13.19690037
SIN,Changi,42326797.84,Singapore,1.357800007,103.990799
XSP,Seletar,104823.936,Singapore,1.416700006,103.8694
SXM,Prinses Juliana International,1098727.476,Sint Maarten,18.04360008,-63.11190033
BTS,M.R. Stefanik,1211732.116,Slovakia,48.16669846,17.2166996
ILZ,Zilina,3986.36,Slovakia,49.23329926,18.76670075
KSC,Barca,323259.132,Slovakia,48.66669846,21.25
PZY,Piestany Airport,1403.892,Slovakia,48.63330078,17.83329964
SLD,Sliac,11876.753,Slovakia,48.63330078,19.13330078
TAT,Tatry/Poprad,39612.286,Slovakia,49.07189941,20.24029923
LJU,Joze Pucnik,1134024.094,Slovenia,46.22470093,14.46080017
MBX,Edvard Rusjan Airport,2816.45,Slovenia,46.47999954,15.68939972
POW,Portoroz Airport,537.292,Slovenia,45.51670075,13.58329964
HIR,Honiara International,117506.627,Solomon Islands,-9.425299645,160.0455933
MHM,Manaoba Airport,277.312,Solomon Islands,-8.321700096,160.7953033
BBO,Berbera,11894.085,Somalia,10.39169979,44.95000076
BSA,Bosaso International,5030.613,Somalia,11.2833004,49.15000153
BUO,Burao,3535.728,Somalia,9.522500038,45.55419922
BXX,Borama,1733.2,Somalia,9.9666996,43.11669922
GGR,Garowe,12158.398,Somalia,8.457900047,48.56719971
GLK,Galcaio,2036.51,Somalia,6.780900002,47.45449829
HGA,Egal International,164220.7,Somalia,9.515800476,44.09170151
KMU,Kismayu,4679.64,Somalia,-0.416700006,42.84170151
MGQ,Mogadishu Intl,254269.106,Somalia,2.013299942,45.31330109
CPT,Cape Town Intl.,1659590.996,South Africa,-33.96469879,18.60219955
DUR,King Shaka Intl,301802.116,South Africa,-29.61440086,31.11639977
HLA,Lanseria International,4073.02,South Africa,-26.08329964,27.58329964
JNB,O.R. Tambo International Airport,7239329.419,South Africa,-26.14030075,28.24279976
KMH,Kuruman Airport,7400.764,South Africa,-27.4666996,23.4666996
MQP,Kruger Mpumalanga Intl,28970.438,South Africa,-25.38820076,31.10199928
NTY,Sun City,649.95,South Africa,-26.0333004,27.91670036
SSX,Singita Safari Lodge,732.277,South Africa,-24.80310059,31.42219925
CJJ,Cheongju International,381698.303,South Korea,36.65000153,127.5167007
CJU,Jeju International,1640387.14,South Korea,33.50559998,126.4950028
GMP,Gimpo International,2515393.16,South Korea,37.5503006,126.7835999
HIN,Sacheon,2040.843,South Korea,35.08810043,128.0780945
ICN,Incheon International Airport,42756098.48,South Korea,37.46020126,126.4406967
JCN,Incheon Heliport,50379.791,South Korea,37.47219849,126.6082993
KWJ,Gwangju,21881.65,South Korea,35.12329865,126.8107987
MWX,Muan International Airport,465138.884,South Korea,34.99140167,126.3827972
OSN,Osan Air Base,3241.084,South Korea,37.08499908,127.0317001
PUS,Gimhae Intl,6137321.862,South Korea,35.17079926,129.1306
RSU,Yeosu/Suncheon,1369.228,South Korea,34.8368988,127.6188965
TAE,Daegu International,1804785.493,South Korea,35.89030075,128.6605988
USN,Ulsan,1403.892,South Korea,35.59059906,129.3574982
YNY,Yangyang International Airport,17388.329,South Korea,38.06669998,128.6000061
JUB,Juba,261630.873,South Sudan,4.870600224,31.60390091
MAK,Malakal,3977.694,South Sudan,9.555600166,31.64439964
RBX,Rumbek Airport,4887.624,South Sudan,6.849699974,29.65139961
WUU,Wau,2378.817,South Sudan,7.725699902,27.97319984
ABC,Albacete Airport,3726.38,Spain,38.94860077,-1.863600016
ACE,Lanzarote,2575617.527,Spain,28.94249916,-13.60470009
AGP,Malaga Airport,9401882.056,Spain,36.67169952,-4.498099804
ALC,Alicante Airport,7500704.645,Spain,38.28250122,-0.558300018
BCN,Barcelona,23189184.75,Spain,41.2969017,2.078299999
BIO,Bilbao Airport,1589660.709,Spain,43.30279923,-2.921700001
BJZ,Badajoz Airport,2166.5,Spain,38.89139938,-6.821400166
CDT,Castellon Airport,73279.696,Spain,40.20970154,0.0197
CQM,Central,8579.34,Spain,38.86029816,-3.992500067
EAS,San Sebastian Airport,866.6,Spain,43.35779953,-1.789999962
FUE,Fuerteventura,1951184.564,Spain,28.44809914,-13.86190033
GRO,Costa Brava,1053954.587,Spain,41.90919876,2.763299942
GRX,Granada,151780.657,Spain,37.18780136,-3.780600071
IBZ,Ibiza,2670965.192,Spain,38.87360001,1.372799993
ILD,Lleida-Alguaire Airport,10901.828,Spain,41.72769928,0.53579998
LCG,A Coruna Airport,65514.96,Spain,43.29940033,-8.379199982
LEI,Almeria,288738.121,Spain,36.8443985,-2.372200012
LEN,Leon,376.971,Spain,42.59579849,-5.591700077
LEU,Seo de Urgel,164.654,Spain,42.34999847,1.466699958
LPA,Gran Canaria,3266640.034,Spain,27.93190002,-15.38329983
MAD,Adolfo Suarez-Barajas,26811681.07,Spain,40.47359848,-3.561100006
MAH,Menorca,894729.836,Spain,39.8614006,4.215300083
MJV,San Javier,24563.777,Spain,37.77470017,-0.811100006
OVD,Asturias,30807.63,Spain,43.43050003,-5.826399803
PMI,Palma de Mallorca,11811792.66,Spain,39.55360031,2.727799892
PNA,Pamplona,39464.964,Spain,42.76940155,-1.644400001
REU,Reus,551387.249,Spain,41.15000153,1.169399977
RGS,Villafria Airport,2599.8,Spain,42.35749817,-3.620800018
RMU,Corvera International,565573.491,Spain,37.79330063,-1.140300036
SCQ,Santiago de Compostela,375913.748,Spain,42.89500046,-8.414999962
SDR,Santander Airport,267337.434,Spain,43.42919922,-3.826400042
SLM,Salamanca Airport,649.95,Spain,40.96670151,-5.650000095
SPC,La Palma,187727.225,Spain,28.62249947,-17.75359917
SVQ,Sevilla Airport,2146459.875,Spain,37.41500092,-5.897500038
TFN,Tenerife-Norte,54652.129,Spain,28.47500038,-16.33060074
TFS,Tenerife-Sur,5041480.164,Spain,28.0428009,-16.57060051
TOJ,Torrejon Air Force Base,493.962,Spain,40.45560074,-3.546700001
VGO,Vigo Airport,13011.999,Spain,42.22639847,-8.627799988
VIT,Vitoria Airport,31119.606,Spain,42.88389969,-2.723099947
VLC,Valencia Airport,3672499.145,Spain,39.48860169,-0.481900007
VLL,Valladolid Airport,14732.2,Spain,41.70560074,-4.854199886
XRY,Jerez Airport,308106.631,Spain,36.74530029,-6.05889988
ZAZ,Zaragoza Ab,176669.409,Spain,41.66669846,-1.038900018
CMB,Bandaranaike Intl,6461542.92,Sri Lanka,7.175000191,79.88469696
HRI,Mattala Rajapaksa Intl,398.636,Sri Lanka,6.292349815,81.12208557
RML,Ratmalana Airport,480.963,Sri Lanka,6.819399834,79.88749695
DOG,Dongola,1468.887,Sudan,19.18330002,30.45000076
EBD,El Obeid,2079.84,Sudan,13.15970039,30.23419952
KRT,Khartoum Civil International,1905692.397,Sudan,15.59939957,32.55609894
KSL,Kassala,1733.2,Sudan,15.3902998,36.34220123
PZU,Port Sudan,32237.52,Sudan,19.57780075,37.21390152
UYL,Nyala,2599.8,Sudan,12.0717001,24.8946991
ORG,Zorg en Hoop,8232.7,Suriname,5.809400082,-55.19110107
PBM,Johan A. Pengel Intl,412232.954,Suriname,5.451399803,-55.19110107
MTS,Matsapha Intl,190.652,Swaziland,-26.52420044,31.31139946
SHO,King Mswati III Intl,42836.038,Swaziland,-26.51919937,31.31579971
AGH,Angelholm/Helsingborg Airport,779.94,Sweden,56.29309845,12.86250019
AJR,Arvidsjaur,25608.03,Sweden,65.58329773,19.2833004
ARN,Arlanda,13632536.6,Sweden,59.66189957,17.93390083
BLE,Dala,779.94,Sweden,60.4233017,15.51809979
BMA,Bromma,248900.519,Sweden,59.35279846,17.94639969
EVG,Sveg,246.981,Sweden,62.03329849,14.33329964
GOT,Goteborg-Landvetter Airport,3281428.563,Sweden,57.66669846,12.2833004
GSE,Goteborg City Airport,10139.22,Sweden,57.7757988,11.87310028
HAD,Halmstad,914.263,Sweden,56.68330002,12.81939983
JKG,Axamo,3379.74,Sweden,57.75780106,14.0703001
KID,Kristianstad,623.952,Sweden,55.91939926,14.08889961
KLR,Kalmar,818.937,Sweden,56.68500137,16.28720093
KRN,Kiruna,818.937,Sweden,67.82219696,20.3458004
